FID,NGAID,SRCLNKID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,SOURCE,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA
275, ,LCHQ_184, ,POINT,UNCLASSIFIED,FIRSTENERGY CORPORATION,800,646-0400,76 SOUTH MAIN STREET, ,AKRON,OH,44308, ,SUMMIT,39153,LOCATED ON WEST SIDE OF S MAIN ST BETWEEN W MILL ST AND W MARKET ST., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,92449618,TGS,-81.518001,41.083367,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
276, ,LCHQ_275, ,POINT,UNCLASSIFIED,CALPINE CORPORATION,408,995-5115,50 WEST SAN FERNANDO STREET, ,SAN JOSE,CA,95113,2429,SANTA CLARA,06085,LOCATED ON THE SOUTHWEST CORNER OF THE INTERSECTION OF WEST SAN FERNANDO STREET AND SOUTH 1ST STREET., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,23712872,TGS,-121.889278,37.333889,NAVTEQ,2006Q3,ONENTITY,YES,TGS
277, ,LCHQ_127, ,POINT,UNCLASSIFIED,LEAR CORPORATION,248,447-1500,21557 TELEGRAPH ROAD, ,SOUTHFIELD,MI,48034,4248,OAKLAND,26125,W SIDE OF TELEGRAPH RD APPROX 0.19 MILES S OF HAZELHURST ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,127282718,TGS,-83.279551,42.450367,NAVTEQ,2006Q3,ONENTITY,YES,TGS
278, ,LCHQ_129, ,POINT,UNCLASSIFIED,RITE AID CORPORATION,717,761-2633,30 HUNTER LANE, ,CAMP HILL,PA,17011,2400,CUMBERLAND,42041,LOCATED 0.05 MILE EAST FROM THE INTERSECTION OF HUNTER LANE AND ERFORD ROAD ON THE EAST SIDE OF HUNTER LANE, , , ,2006-12-15T00:00:00.000Z,PHONE,2006-12-15T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,43005955,TGS,-76.913461,40.25674,NAVTEQ,2006Q3,ONENTITY,YES,TGS
279, ,LCHQ_300, ,POINT,UNCLASSIFIED,SOUTHWEST AIRLINES COMPANY,214,792-4000,2702 LOVE FIELD DRIVE, ,DALLAS,TX,75235,1908,DALLAS,48113,"LOCATED ON EAST SIDE OF END OF LOVE FIELD DR, 0.16 MI NE OF DENTON DR.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,27819756,TGS,-96.862437,32.845825,NAVTEQ,2006Q3,ONENTITY,YES,TGS
280, ,LCHQ_182, ,POINT,UNCLASSIFIED,NORTHWEST AIRLINES,612,726-2111,2700 LONE OAK PARKWAY, ,EAGAN,MN,55121,1546,DAKOTA,27037,ABOUT .22 MILES NE OF LONE OAK PKY ON THE SOUTH SIDE OF NORTHWEST PKY., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,20306905,TGS,-93.120174,44.857693,NAVTEQ,2006Q3,ONENTITY,YES,TGS
281, ,LCHQ_001, ,POINT,UNCLASSIFIED,EXXON MOBIL CORPORATION,972,444-1000,5959 LAS COLINAS BOULEVARD, ,IRVING,TX,75039,4202,DALLAS,48113,"LOCATED ON SW SIDE OF LAS COLINAS BLVD, 0.40 MI NW OF COLWELL BLVD.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18023897,TGS,-96.949757,32.890053,NAVTEQ,2006Q3,ONENTITY,YES,TGS
282, ,LCHQ_479, ,POINT,UNCLASSIFIED,MIRANT CORPORATION,678,579-5000,1155 PERIMETER CENTER WEST,SUITE 100,ATLANTA,GA,30338,5416,FULTON,13121,"LOCATED ON THE SW SIDE OF PERIMETER CENTER W, APPROX .16 MILE SE OF MT VERNON HWY NE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22725772,TGS,-84.350649,33.930129,NAVTEQ,2006Q3,ONENTITY,YES,TGS
283, ,LCHQ_329, ,POINT,UNCLASSIFIED,COMMERCIAL METALS COMPANY,214,689-4300,6565 NORTH MACARTHUR BOULEVARD, ,IRVING,TX,75039,2461,DALLAS,48113,"LOCATED ON WEST SIDE OF N MACARTHUR BLVD, 0.15 MI N OF ROYAL LN W.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,122899769,TGS,-96.959782,32.898276,NAVTEQ,2006Q3,ONENTITY,YES,TGS
284, ,LCHQ_169, ,POINT,UNCLASSIFIED,FLUOR CORPORATION HEADQUARTERS,469,398-7000,6700 LAS COLINAS BOULEVARD, ,IRVING,TX,75039, ,DALLAS,48113,EAST SIDE OF LAS COLINAS BLVD BETWEEN PATTON DR AND WEST ROYAL LANE, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,126560583,TGS,-96.953112,32.899834,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
285, ,LCHQ_140, ,POINT,UNCLASSIFIED,KIMBERLY-CLARK CORPORATION,972,281-1200,351 PHELPS DRIVE, ,IRVING,TX,75038,6507,DALLAS,48113,"LOCATED ON N SIDE OF PHELPS DRIVE, 0.14 MI WEST OF FULLER DR.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17623339,TGS,-96.950292,32.869993,NAVTEQ,2006Q3,ONENTITY,YES,TGS
286, ,LCHQ_361, ,POINT,UNCLASSIFIED,"GROUP 1 AUTOMOTIVE, INCORPORATED",713,647-5700,950 ECHO LANE, ,HOUSTON,TX,77024,2756,HARRIS,48201,"LOCATED ON THE EAST SIDE OF ECHO LANE, BETWEEN GAYLORD DRIVE AND INTERSTATE 10.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17911727,TGS,-95.520938,29.78192,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
287, ,LCHQ_478, ,POINT,UNCLASSIFIED,JEFFERSON-PILOT FINANCIAL -  DIVISION OF LINCOLN FINANCIAL CORPORATION,215,448-1400,1500 MARKET STREET,SUITE 3900,PHILADELPHIA,PA,19102,2100,PHILADELPHIA,42101,LOCATED ON THE SOUTHWEST CORNER OF THE T INTERSECTION OF NORTH 15TH STREET AND MARKET STREET., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-18T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18718471,TGS,-75.165777,39.952103,NAVTEQ,2006Q3,ONENTITY,YES,TGS
288, ,LCHQ_396, ,POINT,UNCLASSIFIED,LINCOLN NATIONAL CORPORATION,215,448-1400,1500 MARKET STREET, ,PHILADELPHIA,PA,19102,2100,PHILADELPHIA,42101,LOCATED ON THE WEST SIDE OF INTERSECTION OF S PENN SQUARE AND S 15TH ST., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18718471,TGS,-75.165778,39.952098,NAVTEQ,2006Q3,ONENTITY,YES,TGS
289, ,LCHQ_261, ,POINT,UNCLASSIFIED,PRINCIPAL FINANCIAL GROUP,515,247-5111,711 HIGH STREET, ,DES MOINES,IA,50392,0001,POLK,19153,LOCATED ON NORTH SIDE OF HIGH STREET BETWEEN 7TH STREET AND 8TH STREET., , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,90251327,TGS,-93.627521,41.588366,NAVTEQ,2006Q3,ONENTITY,YES,TGS
290, ,LCHQ_025, ,POINT,UNCLASSIFIED,"DELL, INCORPORATED",512,338-4400,1 DELL WAY, ,ROUND ROCK,TX,78682,7000,WILLIAMSON,48491,SOUTHEAST CORNER OF THE INTERSECTION OF DELL WAY AND SOUTH INTERSTATE 35, , , ,2006-12-15T00:00:00.000Z,PHONE,2006-12-15T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18162020,TGS,-97.673542,30.485087,NAVTEQ,2006Q3,ONENTITY,NO,TGS
291, ,LCHQ_421, ,POINT,UNCLASSIFIED,ERIE INSURANCE GROUP,814,870-2000,100 ERIE INSURANCE PLACE, ,ERIE,PA,16530, ,ERIE,42049,LOCATED AT THE NORTH CORNER OF THE INTERSECTION OF FRENCH STREET AND EAST 6TH STREET, , , ,2006-12-15T00:00:00.000Z,PHONE,2006-12-18T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,107540447,TGS,-80.083826,42.1306,NAVTEQ,2006Q3,ONENTITY,YES,TGS
292, ,LCHQ_270, ,POINT,UNCLASSIFIED,NORFOLK SOUTHERN CORPORATION,757,629-2600,3 COMMERCIAL PLACE, ,NORFOLK,VA,23510,2108,NORFOLK CITY,51710,WEST SIDE OF COMMERCIAL PLACE BETWEEN E MAIN STREET AND WATERSIDE DRIVE, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,25207676,TGS,-76.289118,36.84529,NAVTEQ,2006Q3,ONENTITY,YES,TGS
293, ,LCHQ_360, ,POINT,UNCLASSIFIED,STARWOOD HOTELS AND RESORTS WORLDWIDE INCORPORATED - HEADQUARTERS,914,640-8100,1111 WESTCHESTER AVENUE, ,WHITE PLAINS,NY,10604,3525,WESTCHESTER,36119,"LOCATED ON THE WEST SIDE OF WESTCHESTER AVENUE, .11 MILE SOUTHEAST OF THE INTERSECTION OF CORPORATE PARK DRIVE AND WESTCHESTER AVENUE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21447167,TGS,-73.72582,41.016046,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
294, ,LCHQ_192, ,POINT,UNCLASSIFIED,THE PEPSI BOTTLING GROUP - HEADQUARTERS,914,767-6000,1 PEPSI WAY, ,KATONAH,NY,10536, ,WESTCHESTER,36119,"LOCATED ON THE NORTHEAST SIDE OF PEPSI WAY, .33 MILE NORTHEAST OF THE INTERSECTION OF WOODS BRIDGE ROAD AND PEPSI WAY.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,16818455,TGS,-73.70119,41.275512,NAVTEQ,2006Q3,ONENTITY,YES,TGS
295, ,LCHQ_251, ,POINT,UNCLASSIFIED,ALLTEL CORPORATION,501,905-8000,1 ALLIED DRIVE, ,LITTLE ROCK,AR,72202,2013,PULASKI,05119,"LOCATED ON EAST END OF ALLIED DR, 0.11 MI EAST OF RIVERFRONT DR.", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,99949778,TGS,-92.301988,34.763215,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
296, ,LCHQ_294, ,POINT,UNCLASSIFIED,DILLARD'S INCORPORATED,501,376-5200,1600 CANTRELL ROAD, ,LITTLE ROCK,AR,72201,1110,PULASKI,05119,"LOCATED ON N SIDE OF CANTRELL ROAD, 0.31 MI E OF WINSTON FAULKNER ROAD", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,112362854,TGS,-92.287828,34.754541,NAVTEQ,2006Q3,ONENTITY,YES,TGS
297, ,LCHQ_301, ,POINT,UNCLASSIFIED,LAND O' LAKES INCORPORATED,651,481-2222,4001 LEXINGTON AVENUE NORTH, ,ARDEN HILLS,MN,55126,2934,RAMSEY,27123,.13 MILES SOUTH OF WEST COUNTY ROAD F ON THE WEST SIDE OF LEXINGTON AVENUE NORTH, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,20205575,TGS,-93.150652,45.062756,NAVTEQ,2006Q3,ONENTITY,YES,TGS
298, ,LCHQ_153, ,POINT,UNCLASSIFIED,PROGRESSIVE INSURANCE GROUP,440,461-5000,6300 WILSON MILLS ROAD, ,MAYFIELD VILLAGE,OH,44143,2109,CUYAHOGA,39035,"LOCATED S SIDE OF WILSON MILLS RD, APPROX .08 MILE E OF ALPHA DR.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,28608968,TGS,-81.451684,41.53868,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
299, ,LCHQ_465, ,POINT,UNCLASSIFIED,BIG LOTS INCORPORATED,614,278-6800,300 PHILLIPI ROAD, ,COLUMBUS,OH,43228,1385,FRANKLIN,39049,"LOCATED E SIDE OF PHILLIPI RD, APPROX .51 MILE N OF W BROAD ST.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,28552620,TGS,-83.106588,39.959935,NAVTEQ,2006Q3,ONENTITY,YES,TGS
300, ,LCHQ_462, ,POINT,UNCLASSIFIED,HEXION SPECIALTY CHEMICALS INCORPORATED,614,225-4000,180 EAST BROAD STREET, ,COLUMBUS,OH,43215,3707,FRANKLIN,39049,"LOCATED N SIDE OF E BROAD ST, BETWEEN N 4TH ST AND N YOUNG ST.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,28525320,TGS,-82.99593,39.962965,NAVTEQ,2006Q3,ONENTITY,YES,TGS
301, ,LCHQ_112, ,POINT,UNCLASSIFIED,THE GOODYEAR TIRE AND RUBBER COMPANY,330,796-2121,1144 EAST MARKET STREET, ,AKRON,OH,44316,1000,SUMMIT,39153,LOCATED ON WEST SIDE OF INTERSECTION OF GOODYEAR BLVD AND E MARKET ST., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,92451852,TGS,-81.484205,41.066713,NAVTEQ,2006Q3,ONENTITY,YES,TGS
302, ,LCHQ_385, ,POINT,UNCLASSIFIED,AK STEEL CORPORATION,513,425-5000,703 CURTIS STREET, ,MIDDLETOWN,OH,45043,0001,BUTLER,39017,"LOCATED E SIDE OF CURTIS ST, BETWEEN FOREST AVE AND PARKVIEW AVE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,106754158,TGS,-84.404365,39.505569,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
303, ,LCHQ_308, ,POINT,UNCLASSIFIED,FIFTH THIRD BANK,513,579-5300,38 FOUNTAIN SQUARE PLAZA, ,CINCINNATI,OH,45263,0001,HAMILTON,39061,N SIDE OF FOUNTAIN SQUARE PLAZA BETWEEN WALNUT ST AND VINE ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,32019857,TGS,-84.512075,39.101491,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
304, ,LCHQ_442, ,POINT,UNCLASSIFIED,THE HERSHEY COMPANY,717,534-4200,100 CRYSTAL A DRIVE, ,HERSHEY,PA,17033,9524,DAUPHIN,42043,"LOCATED 0.14 MILE NORTHEAST FROM THE ""T"" INTERSECTION OF SAND BEACH ROAD AND CRYSTAL A DRIVE ON THE SOUTHEAS SIDE OF CRYSTAL A DRIVE", , , ,2006-12-15T00:00:00.000Z,PHONE,2006-12-15T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,43028827,TGS,-76.648686,40.301097,NAVTEQ,2006Q3,ONENTITY,YES,TGS
305, ,LCHQ_384, ,POINT,UNCLASSIFIED,COMMERCIAL INVESTMENT TRUST GROUP INCORPORATED,973,740-5000,1 CIT DRIVE, ,LIVINGSTON,NJ,07039,5703,ESSEX,34013,THE ENTRANCE IS LOCATED ON THE NORTHWEST SIDE OF THE MOST NORTHERN INTERSECTION OF CIT DRIVE AND PEACH TREE HILL ROAD., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,112593968,TGS,-74.365032,40.771365,NAVTEQ,2006Q3,ONENTITY,YES,TGS
306, ,LCHQ_496, ,POINT,UNCLASSIFIED,FRONTIER OIL CORPORATION,713,688-9600,10000 MEMORIAL DRIVE, ,HOUSTON,TX,77024,3422,HARRIS,48201,"LOCATED ON THE NORTH SIDE OF MEMORIAL DRIVE, BETWEEN CHIMNEY ROCK ROAD AND PARK LAUREATE DRIVE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,126612344,TGS,-95.482898,29.778181,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
307, ,LCHQ_352, ,POINT,UNCLASSIFIED,THRIVENT FINANCIAL FOR LUTHERANS,800,847-4836,625 4TH AVENUE SOUTH, ,MINNEAPOLIS,MN,55415,1624,HENNEPIN,27053,ENTITY IS LOCATED ON THE EAST SIDE OF 4TH AVENUE SOUTH BETWEEN SOUTH 6TH STREET AND 7TH STREET SOUTH, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,20250224,TGS,-93.265858,44.974881,NAVTEQ,2006Q3,ONENTITY,YES,TGS
308, ,LCHQ_230, ,POINT,UNCLASSIFIED,"AMERICAN STANDARD COMPANIES, INCORPORATED",732,980-6000,1 CENTENNIAL AVENUE, ,PISCATAWAY,NJ,08854,3921,MIDDLESEX,34023,LOCATED ON THE NW SIDE OF CENTENNIAL AVE ABOUT .33 MILES SW OF THE KINGSBRIDGE RD AND CENTENNIAL AVE T-INTERSECTION., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21767933,TGS,-74.502923,40.540333,NAVTEQ,2006Q3,ONENTITY,YES,TGS
309, ,LCHQ_433, ,POINT,UNCLASSIFIED,"TEMPLE-INLAND, INCORPORATED",512,434-5800,1300 SOUTH MOPAC EXPRESSWAY, ,AUSTIN,TX,78746,6907,TRAVIS,48453,"NORTHWEST SIDE OF S MOPAC EXPY, 0.45 MILES NORTHEAST OF THE INTERSECTION OF S MOPAC EXPY AND CAPITAL PKY", , , ,2006-12-15T00:00:00.000Z,PHONE,2006-12-15T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18155703,TGS,-97.793296,30.26295,NAVTEQ,2006Q3,ONENTITY,YES,TGS
310, ,LCHQ_183, ,POINT,UNCLASSIFIED,ENTERPRISE PRODUCTS,713,381-6500,1100 LOUISIANA STREET, ,HOUSTON,TX,77002,5227,HARRIS,48201,LOCATED ON THE NORTHWEST SIDE OF LOUISIANA STREET BETWEEN DALLAS STREET AND LAMAR STREET., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17927338,TGS,-95.368676,29.757558,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
311, ,LCHQ_122, ,POINT,UNCLASSIFIED,COUNTRYWIDE FINANCIAL,818,225-3000,4500 PARK GRANADA, ,CALABASAS,CA,91302,1613,LOS ANGELES,06037,E CORNER OF PARK GRANADA AND PARKWAY CALABASAS, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,121238562,TGS,-118.645876,34.149432,NAVTEQ,2006Q3,ONENTITY,YES,TGS
312, ,LCHQ_404, ,POINT,UNCLASSIFIED,LEGGETT AND PLATT INCORPORATED - HEADQUARTERS,417,358-8131,1 LEGGETT ROAD, ,CARTHAGE,MO,64836,9649,JASPER,29097,"LOCATED ON THE WEST SIDE OF LEGGETT ROAD, .06 MILE NORTH OF THE INTERSECTION OF IOWA LANE AND LEGGETT ROAD.", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,124918328,TGS,-94.38366,37.177692,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
313, ,LCHQ_416, ,POINT,UNCLASSIFIED,MATTEL INCORPORATED,310,252-2000,333 CONTINENTAL BOULEVARD, ,EL SEGUNDO,CA,90245,5032,LOS ANGELES,06037,"W SIDE OF CONTINENTAL BLVD, 0.08MI N OF E GRAND AVE", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,126490493,TGS,-118.391615,33.920605,NAVTEQ,2006Q3,ONENTITY,YES,TGS
314, ,LCHQ_468, ,POINT,UNCLASSIFIED,UNITED STATIONERS INCORPORATED,847,699-5000,1 PARKWAY NORTH BOULEVARD, ,DEERFIELD,IL,60015,2532,LAKE,17097,LOCATED ON NORTHEAST CORNER OF PARKWAY NORTH BOULEVARD AND SAUNDERS ROAD., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,19739665,TGS,-87.882852,42.16348,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
315, ,LCHQ_488, ,POINT,UNCLASSIFIED,FISERV INCORPORATED,262,879-5000,255 FISERV DRIVE, ,BROOKFIELD,WI,53045,5815,WAUKESHA,55133,"LOCATED ON WEST SIDE OF FISERV DRIVE, 0.16 MI S OF W BLUEMOUND RD", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,33412211,TGS,-88.140893,43.034098,NAVTEQ,2006Q3,ONENTITY,YES,TGS
316, ,LCHQ_085, ,POINT,UNCLASSIFIED,SAINT PAUL TRAVELERS COMPANYS,651,310-7911,385 WASHINGTON STREET, ,SAINT PAUL,MN,55102,1309,RAMSEY,27123,ON THE WEST SIDE OF WASHINGTON STREET BETWEEN 5TH STREET WEST AND 6TH STREET WEST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,20259720,TGS,-93.097969,44.9456,NAVTEQ,2006Q3,ONENTITY,YES,TGS
317, ,LCHQ_123, ,POINT,UNCLASSIFIED,DOMINION RESOURCES,804,819-2000,120 TREDEGAR STREET, ,RICHMOND,VA,23219,4306,RICHMOND CITY,51760,"SOUTH SIDE OF TREDEGAR STREET, 0.23 MILES WEST OF THE INTERSECTION OF TREDEGAR STREET AND S BELVIDERE STREET", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,123652140,TGS,-77.453854,37.533568,NAVTEQ,2006Q3,ONENTITY,YES,TGS
